螃蟹,0.6972111792
华佗,0.6745284096
运动,0.655465045
我们,0.6467720154
教科书,0.6129273775
害羞,0.6043741518
选择,0.5895717563
恐龙,0.5847888729
张衡,0.5842723408
乐器,0.5787210368
智库,0.5760888909
诺瓦,0.5760168502
阅读,0.5711078043
红毛,0.5707556773
诚信,0.5534301514
安东尼奥,0.5457937355
想像力,0.5412990354
华语,0.531010874
飞利浦,0.5156034656
灾害,0.5118922815
英文,0.5073377555
宠物,0.5049928797
说实话,0.503295247
这个,0.502819126
税务,0.4976801657
数位,0.4942462217
素养,0.4923791312
识别,0.4886490311
用户,0.48157168
孩子,0.479869787
味道,0.4788391544
癌症,0.47867203
海鸥,0.4774886901
设计,0.4744970733
节能,0.4731785649
猕猴,0.4652823655
种子,0.4592876702
伤口,0.4511155237
数学,0.4460405575
搬家,0.4452651103
图书馆,0.4437504121
登革热,0.4394179884
达文西,0.4376173573
魔女,0.428561445
青年,0.4277172362
商品,0.4267337257
一个,0.423293061
拖鞋,0.4231945258
法制教育,0.422318496
检测,0.4221169913
小龙,0.4208511562
学生会,0.4203134959
五专,0.4180840536
寄居蟹,0.4165269635
车子,0.4136273405
诊病,0.4122502089
职工,0.4106551463
体验,0.4094076498
地球,0.4048221443
妈妈,0.4041636183
国王,0.3983270332
所以,0.3976579997
口罩,0.3939004107
奖励金,0.3935987077
父子,0.3933715215
意识,0.3927918957
昆虫,0.3906741688
小朋友,0.3866301379
铁达尼,0.3866222407
长辈,0.3850286677
服务,0.3782914056
轮子,0.3775810203
条文,0.3755357163
防灾,0.3748034323
德福,0.3746610681
感恩,0.3734809162
棉花,0.3662273708
药局,0.3645208856
课程,0.3602456661
小女孩,0.3592695881
就是,0.3581139355
猴子,0.3567158418
教育,0.3549311752
裂缝,0.351809311
手语,0.3507174446
土地,0.3505057619
针灸,0.350035197
测试,0.348222487
匈牙利,0.3468334753
脑袋,0.3391748012
大猩猩,0.3378766513
樱花,0.3378647312
其实,0.3360847486
垃圾,0.3359974143
救护车,0.3350930948
语言,0.3291815728
生等,0.328309799
渔夫,0.3264784247
安娜,0.3262104944
故事,0.3258186387
流感疫苗,0.3222057441
用药,0.3221950602
设备,0.3208494767
流感,0.3206917076
植物园,0.320335642
老虎,0.3197245403
品德教育,0.3184633844
老夫子,0.3179856183
榕树,0.3171258966
黑色,0.3167800952
情绪,0.3167350445
内在,0.3112597002
审定,0.3077466785
一些,0.3074734331
梵谷,0.3066450981
情感,0.3053109712
教主,0.3043332447
舆情,0.304292613
面试,0.3039491486
测验,0.3031651926
六月,0.3022575515
logo,0.3020563868
产品,0.3013332759
诸葛亮,0.3010931887
建筑,0.2968812501
马达加斯加,0.2958894911
毒品,0.2927114098
勇敢,0.2922971811
设计师,0.2915956352
可可,0.2896085583
绚淳,0.2866878763
企业,0.2864877986
小强,0.2860301296
造型,0.2856103438
学生,0.2842963569
动画,0.2838465651
大富翁,0.281578531
学历,0.2814232903
使用者,0.2810039364
高龄,0.279844399
偏远地区,0.279575664
自然灾害,0.279573195
喷射,0.2784455548
专利,0.277660174
迷路,0.2772333272
孔子,0.2768380855
回忆录,0.2767090842
家长,0.2764907209
鸭子,0.2750397157
母亲节,0.2747966741
营养,0.2737147848
自学,0.2729920638
偏向,0.2727485764
灰姑娘,0.2725677649
荷兰,0.2722097334
龙山,0.2716930552
比例,0.2708519657
猩猩,0.2695418024
妻子,0.2691820377
晋文公,0.2681158311
王国,0.266771795
铁扇公主,0.2657372046
笔直,0.2653711013
宣导,0.2639189193
世界,0.2630106871
丰山,0.2624711606
快乐,0.2617377109
动物,0.2616824327
场馆,0.2607096584
学校,0.2603696033
校长,0.2600443598
混龄,0.2587498897
臭豆腐,0.2584457359
基地,0.2573813755
财政部,0.2569660724
新加坡,0.2569221663
鬼魂,0.2543483053
他们,0.254188607
火药,0.2530264469
制服,0.2529162319
云豹,0.2529065954
同修,0.2525116444
海水,0.2519773674
破釜沈舟,0.2510491959
神性,0.2509651106
觉得,0.2506131017
国防,0.249679439
审查,0.2489404042
斑马,0.2484089015
以色列,0.2476942155
助理,0.2472588845
体育,0.2465010215
能源,0.246114627
郭台铭,0.2453857587
劳动,0.2448016693
採访,0.2447723959
狗狗,0.2441383167
地震,0.242570492
北韩,0.2420905022
实习,0.2420523268
